Relationship, Support, Confidence, Lift
"{'7190', '12305', '88631', '51657'}' -> '{'95398'}", 0.021633, 0.978022, 36.913600
"{'7190'}' -> '{'51657', '88631', '95398'}", 0.022363, 0.876190, 37.548413
"{'95398'}' -> '{'7190', '88631', '51657'}", 0.022363, 0.844037, 36.940074
"{'88631'}' -> '{'7190', '51657', '95398'}", 0.022363, 0.901961, 37.481481
"{'51657'}' -> '{'7190', '88631', '95398'}", 0.022363, 0.859813, 37.234432
"{'7190', '95398'}' -> '{'88631', '51657'}", 0.022363, 0.901961, 37.863946
"{'7190', '88631'}' -> '{'51657', '95398'}", 0.022363, 0.938776, 36.782119
"{'7190', '51657'}' -> '{'88631', '95398'}", 0.022363, 0.910891, 37.852585
"{'88631', '95398'}' -> '{'7190', '51657'}", 0.022363, 0.929293, 37.852585
"{'51657', '95398'}' -> '{'7190', '88631'}", 0.022363, 0.876190, 36.782119
"{'88631', '51657'}' -> '{'7190', '95398'}", 0.022363, 0.938776, 37.863946
"{'7190', '88631', '95398'}' -> '{'51657'}", 0.022363, 0.968421, 37.234432
"{'7190', '51657', '95398'}' -> '{'88631'}", 0.022363, 0.929293, 37.481481
"{'7190', '88631', '51657'}' -> '{'95398'}", 0.022363, 0.978723, 36.940074
"{'51657', '88631', '95398'}' -> '{'7190'}", 0.022363, 0.958333, 37.548413
"{'7190'}' -> '{'12305', '88631'}", 0.023092, 0.904762, 37.597884
"{'12305'}' -> '{'7190', '88631'}", 0.023092, 0.616883, 25.896501
"{'88631'}' -> '{'7190', '12305'}", 0.023092, 0.931373, 37.565359
"{'7190', '12305'}' -> '{'88631'}", 0.023092, 0.931373, 37.565359
"{'7190', '88631'}' -> '{'12305'}", 0.023092, 0.969388, 25.896501
"{'12305', '88631'}' -> '{'7190'}", 0.023092, 0.959596, 37.597884
"{'7190'}' -> '{'12305', '88631', '95398'}", 0.022363, 0.876190, 37.548413
"{'12305'}' -> '{'7190', '88631', '95398'}", 0.022363, 0.597403, 25.870677
"{'88631'}' -> '{'7190', '12305', '95398'}", 0.022363, 0.901961, 37.481481
"{'95398'}' -> '{'7190', '12305', '88631'}", 0.022363, 0.844037, 36.551231
"{'7190', '12305'}' -> '{'88631', '95398'}", 0.022363, 0.901961, 37.481481
"{'7190', '88631'}' -> '{'12305', '95398'}", 0.022363, 0.938776, 36.435117
"{'7190', '95398'}' -> '{'12305', '88631'}", 0.022363, 0.901961, 37.481481
"{'12305', '88631'}' -> '{'7190', '95398'}", 0.022363, 0.929293, 37.481481
"{'12305', '95398'}' -> '{'7190', '88631'}", 0.022363, 0.867925, 36.435117
"{'88631', '95398'}' -> '{'7190', '12305'}", 0.022363, 0.929293, 37.481481
"{'7190', '12305', '88631'}' -> '{'95398'}", 0.022363, 0.968421, 36.551231
"{'7190', '12305', '95398'}' -> '{'88631'}", 0.022363, 0.929293, 37.481481
"{'7190', '88631', '95398'}' -> '{'12305'}", 0.022363, 0.968421, 25.870677
"{'12305', '88631', '95398'}' -> '{'7190'}", 0.022363, 0.958333, 37.548413
"{'7190'}' -> '{'88631', '95398'}", 0.023092, 0.904762, 37.597884
"{'88631'}' -> '{'7190', '95398'}", 0.023092, 0.931373, 37.565359
"{'95398'}' -> '{'7190', '88631'}", 0.023092, 0.871560, 36.587718
"{'7190', '88631'}' -> '{'95398'}", 0.023092, 0.969388, 36.587718
"{'7190', '95398'}' -> '{'88631'}", 0.023092, 0.931373, 37.565359
"{'88631', '95398'}' -> '{'7190'}", 0.023092, 0.959596, 37.597884
"{'88631'}' -> '{'51657'}", 0.023821, 0.960784, 36.940810
"{'51657'}' -> '{'88631'}", 0.023821, 0.915888, 36.940810
"{'12305'}' -> '{'88631', '51657'}", 0.023092, 0.616883, 25.896501
"{'88631'}' -> '{'12305', '51657'}", 0.023092, 0.931373, 36.842949
"{'51657'}' -> '{'12305', '88631'}", 0.023092, 0.887850, 36.895119
"{'12305', '88631'}' -> '{'51657'}", 0.023092, 0.959596, 36.895119
"{'12305', '51657'}' -> '{'88631'}", 0.023092, 0.913462, 36.842949
"{'88631', '51657'}' -> '{'12305'}", 0.023092, 0.969388, 25.896501
"{'12305'}' -> '{'51657', '88631', '95398'}", 0.022606, 0.603896, 25.879464
"{'95398'}' -> '{'12305', '88631', '51657'}", 0.022606, 0.853211, 36.948527
"{'88631'}' -> '{'51657', '12305', '95398'}", 0.022606, 0.911765, 36.774510
"{'51657'}' -> '{'12305', '88631', '95398'}", 0.022606, 0.869159, 37.247079
"{'12305', '95398'}' -> '{'88631', '51657'}", 0.022606, 0.877358, 36.831151
"{'12305', '88631'}' -> '{'51657', '95398'}", 0.022606, 0.939394, 36.806349
"{'12305', '51657'}' -> '{'88631', '95398'}", 0.022606, 0.894231, 37.160256
"{'88631', '95398'}' -> '{'12305', '51657'}", 0.022606, 0.939394, 37.160256
"{'51657', '95398'}' -> '{'12305', '88631'}", 0.022606, 0.885714, 36.806349
"{'88631', '51657'}' -> '{'12305', '95398'}", 0.022606, 0.948980, 36.831151
"{'12305', '88631', '95398'}' -> '{'51657'}", 0.022606, 0.968750, 37.247079
"{'51657', '12305', '95398'}' -> '{'88631'}", 0.022606, 0.911765, 36.774510
"{'12305', '88631', '51657'}' -> '{'95398'}", 0.022606, 0.978947, 36.948527
"{'51657', '88631', '95398'}' -> '{'12305'}", 0.022606, 0.968750, 25.879464
"{'95398'}' -> '{'88631', '51657'}", 0.023335, 0.880734, 36.972852
"{'88631'}' -> '{'51657', '95398'}", 0.023335, 0.941176, 36.876190
"{'51657'}' -> '{'88631', '95398'}", 0.023335, 0.897196, 37.283489
"{'88631', '95398'}' -> '{'51657'}", 0.023335, 0.969697, 37.283489
"{'51657', '95398'}' -> '{'88631'}", 0.023335, 0.914286, 36.876190
"{'88631', '51657'}' -> '{'95398'}", 0.023335, 0.979592, 36.972852
"{'88631'}' -> '{'95398'}", 0.024064, 0.970588, 36.633028
"{'95398'}' -> '{'88631'}", 0.024064, 0.908257, 36.633028
"{'12305'}' -> '{'88631'}", 0.024064, 0.642857, 25.928571
"{'88631'}' -> '{'12305'}", 0.024064, 0.970588, 25.928571
"{'12305'}' -> '{'88631', '95398'}", 0.023335, 0.623377, 25.904762
"{'88631'}' -> '{'12305', '95398'}", 0.023335, 0.941176, 36.528302
"{'95398'}' -> '{'12305', '88631'}", 0.023335, 0.880734, 36.599388
"{'12305', '88631'}' -> '{'95398'}", 0.023335, 0.969697, 36.599388
"{'12305', '95398'}' -> '{'88631'}", 0.023335, 0.905660, 36.528302
"{'88631', '95398'}' -> '{'12305'}", 0.023335, 0.969697, 25.904762
"{'74994'}' -> '{'61432'}", 0.021633, 0.831776, 33.548287
"{'61432'}' -> '{'74994'}", 0.021633, 0.872549, 33.548287
"{'74994'}' -> '{'64408', '61432'}", 0.020175, 0.775701, 33.949294
"{'64408'}' -> '{'74994', '61432'}", 0.020175, 0.377273, 17.439326
"{'61432'}' -> '{'74994', '64408'}", 0.020175, 0.813725, 34.871528
"{'74994', '64408'}' -> '{'61432'}", 0.020175, 0.864583, 34.871528
"{'74994', '61432'}' -> '{'64408'}", 0.020175, 0.932584, 17.439326
"{'64408', '61432'}' -> '{'74994'}", 0.020175, 0.882979, 33.949294
"{'74994'}' -> '{'7686', '61432'}", 0.020418, 0.785047, 34.727766
"{'7686'}' -> '{'74994', '61432'}", 0.020418, 0.777778, 35.952559
"{'61432'}' -> '{'74994', '7686'}", 0.020418, 0.823529, 34.571429
"{'74994', '7686'}' -> '{'61432'}", 0.020418, 0.857143, 34.571429
"{'74994', '61432'}' -> '{'7686'}", 0.020418, 0.943820, 35.952559
"{'7686', '61432'}' -> '{'74994'}", 0.020418, 0.903226, 34.727766
"{'74994'}' -> '{'39749', '61432'}", 0.020661, 0.794393, 33.692071
"{'39749'}' -> '{'74994', '61432'}", 0.020661, 0.745614, 34.465799
"{'61432'}' -> '{'74994', '39749'}", 0.020661, 0.833333, 34.982993
"{'74994', '39749'}' -> '{'61432'}", 0.020661, 0.867347, 34.982993
"{'74994', '61432'}' -> '{'39749'}", 0.020661, 0.955056, 34.465799
"{'39749', '61432'}' -> '{'74994'}", 0.020661, 0.876289, 33.692071
"{'7686'}' -> '{'61432'}", 0.022606, 0.861111, 34.731481
"{'61432'}' -> '{'7686'}", 0.022606, 0.911765, 34.731481
"{'7686'}' -> '{'64408', '61432'}", 0.020661, 0.787037, 34.445429
"{'64408'}' -> '{'7686', '61432'}", 0.020661, 0.386364, 17.091398
"{'61432'}' -> '{'7686', '64408'}", 0.020661, 0.833333, 35.343643
"{'7686', '64408'}' -> '{'61432'}", 0.020661, 0.876289, 35.343643
"{'7686', '61432'}' -> '{'64408'}", 0.020661, 0.913978, 17.091398
"{'64408', '61432'}' -> '{'7686'}", 0.020661, 0.904255, 34.445429
"{'7686'}' -> '{'39749', '61432'}", 0.021390, 0.814815, 34.558228
"{'39749'}' -> '{'7686', '61432'}", 0.021390, 0.771930, 34.147519
"{'61432'}' -> '{'7686', '39749'}", 0.021390, 0.862745, 35.493333
"{'7686', '39749'}' -> '{'61432'}", 0.021390, 0.880000, 35.493333
"{'7686', '61432'}' -> '{'39749'}", 0.021390, 0.946237, 34.147519
"{'39749', '61432'}' -> '{'7686'}", 0.021390, 0.907216, 34.558228
"{'64408'}' -> '{'61432'}", 0.022849, 0.427273, 17.233333
"{'61432'}' -> '{'64408'}", 0.022849, 0.921569, 17.233333
"{'64408'}' -> '{'39749', '61432'}", 0.021877, 0.409091, 17.350515
"{'39749'}' -> '{'64408', '61432'}", 0.021877, 0.789474, 34.552072
"{'61432'}' -> '{'64408', '39749'}", 0.021877, 0.882353, 34.571429
"{'64408', '39749'}' -> '{'61432'}", 0.021877, 0.857143, 34.571429
"{'64408', '61432'}' -> '{'39749'}", 0.021877, 0.957447, 34.552072
"{'39749', '61432'}' -> '{'64408'}", 0.021877, 0.927835, 17.350515
"{'39749'}' -> '{'61432'}", 0.023578, 0.850877, 34.318713
"{'61432'}' -> '{'39749'}", 0.023578, 0.950980, 34.318713
"{'82125'}' -> '{'98490'}", 0.023821, 0.748092, 29.880086
"{'98490'}' -> '{'82125'}", 0.023821, 0.951456, 29.880086
"{'7190'}' -> '{'24746'}", 0.023821, 0.933333, 36.920513
"{'24746'}' -> '{'7190'}", 0.023821, 0.942308, 36.920513
"{'7190'}' -> '{'92490', '24746'}", 0.022606, 0.885714, 36.806349
"{'92490'}' -> '{'7190', '24746'}", 0.022606, 0.877358, 36.831151
"{'24746'}' -> '{'7190', '92490'}", 0.022606, 0.894231, 36.788654
"{'7190', '92490'}' -> '{'24746'}", 0.022606, 0.930000, 36.788654
"{'7190', '24746'}' -> '{'92490'}", 0.022606, 0.948980, 36.831151
"{'92490', '24746'}' -> '{'7190'}", 0.022606, 0.939394, 36.806349
"{'7190'}' -> '{'12305', '92490', '24746'}", 0.022120, 0.866667, 36.757388
"{'12305'}' -> '{'7190', '92490', '24746'}", 0.022120, 0.590909, 26.139785
"{'92490'}' -> '{'7190', '12305', '24746'}", 0.022120, 0.858491, 37.177160
"{'24746'}' -> '{'7190', '12305', '92490'}", 0.022120, 0.875000, 36.732143
"{'7190', '12305'}' -> '{'92490', '24746'}", 0.022120, 0.892157, 37.074074
"{'7190', '92490'}' -> '{'12305', '24746'}", 0.022120, 0.910000, 37.066733
"{'7190', '24746'}' -> '{'12305', '92490'}", 0.022120, 0.928571, 36.732143
"{'12305', '92490'}' -> '{'7190', '24746'}", 0.022120, 0.875000, 36.732143
"{'12305', '24746'}' -> '{'7190', '92490'}", 0.022120, 0.900990, 37.066733
"{'92490', '24746'}' -> '{'7190', '12305'}", 0.022120, 0.919192, 37.074074
"{'7190', '12305', '92490'}' -> '{'24746'}", 0.022120, 0.928571, 36.732143
"{'7190', '12305', '24746'}' -> '{'92490'}", 0.022120, 0.957895, 37.177160
"{'7190', '92490', '24746'}' -> '{'12305'}", 0.022120, 0.978495, 26.139785
"{'12305', '92490', '24746'}' -> '{'7190'}", 0.022120, 0.938144, 36.757388
"{'95398'}' -> '{'7190', '12305', '92490', '24746'}", 0.021633, 0.816514, 36.913600
"{'7190'}' -> '{'12305', '92490', '95398', '24746'}", 0.021633, 0.847619, 36.706366
"{'12305'}' -> '{'7190', '92490', '95398', '24746'}", 0.021633, 0.577922, 26.127159
"{'92490'}' -> '{'7190', '12305', '95398', '24746'}", 0.021633, 0.839623, 37.142017
"{'24746'}' -> '{'7190', '12305', '92490', '95398'}", 0.021633, 0.855769, 37.059312
"{'7190', '95398'}' -> '{'12305', '92490', '24746'}", 0.021633, 0.872549, 37.006873
"{'12305', '95398'}' -> '{'7190', '92490', '24746'}", 0.021633, 0.839623, 37.142017
"{'92490', '95398'}' -> '{'7190', '12305', '24746'}", 0.021633, 0.864078, 37.419111
"{'95398', '24746'}' -> '{'7190', '12305', '92490'}", 0.021633, 0.872549, 36.629252
"{'7190', '12305'}' -> '{'92490', '95398', '24746'}", 0.021633, 0.872549, 37.006873
"{'7190', '92490'}' -> '{'12305', '95398', '24746'}", 0.021633, 0.890000, 36.984444
"{'7190', '24746'}' -> '{'12305', '92490', '95398'}", 0.021633, 0.908163, 36.991918
"{'12305', '92490'}' -> '{'7190', '95398', '24746'}", 0.021633, 0.855769, 36.673277
"{'12305', '24746'}' -> '{'7190', '92490', '95398'}", 0.021633, 0.881188, 37.373278
"{'92490', '24746'}' -> '{'7190', '12305', '95398'}", 0.021633, 0.898990, 37.358025
"{'7190', '12305', '95398'}' -> '{'92490', '24746'}", 0.021633, 0.898990, 37.358025
"{'7190', '92490', '95398'}' -> '{'12305', '24746'}", 0.021633, 0.917526, 37.373278
"{'7190', '95398', '24746'}' -> '{'12305', '92490'}", 0.021633, 0.927083, 36.673277
"{'12305', '92490', '95398'}' -> '{'7190', '24746'}", 0.021633, 0.881188, 36.991918
"{'12305', '95398', '24746'}' -> '{'7190', '92490'}", 0.021633, 0.898990, 36.984444
"{'92490', '95398', '24746'}' -> '{'7190', '12305'}", 0.021633, 0.917526, 37.006873
"{'7190', '12305', '92490'}' -> '{'95398', '24746'}", 0.021633, 0.908163, 36.629252
"{'7190', '12305', '24746'}' -> '{'92490', '95398'}", 0.021633, 0.936842, 37.419111
"{'7190', '92490', '24746'}' -> '{'12305', '95398'}", 0.021633, 0.956989, 37.142017
"{'12305', '92490', '24746'}' -> '{'7190', '95398'}", 0.021633, 0.917526, 37.006873
"{'7190', '12305', '92490', '95398'}' -> '{'24746'}", 0.021633, 0.936842, 37.059312
"{'7190', '12305', '95398', '24746'}' -> '{'92490'}", 0.021633, 0.956989, 37.142017
"{'7190', '92490', '95398', '24746'}' -> '{'12305'}", 0.021633, 0.978022, 26.127159
"{'12305', '92490', '95398', '24746'}' -> '{'7190'}", 0.021633, 0.936842, 36.706366
"{'7190', '12305', '92490', '24746'}' -> '{'95398'}", 0.021633, 0.978022, 36.913600
"{'51657'}' -> '{'7190', '12305', '92490', '24746'}", 0.021633, 0.831776, 37.603574
"{'7190'}' -> '{'12305', '92490', '51657', '24746'}", 0.021633, 0.847619, 36.706366
"{'12305'}' -> '{'7190', '92490', '51657', '24746'}", 0.021633, 0.577922, 26.127159
"{'92490'}' -> '{'7190', '12305', '51657', '24746'}", 0.021633, 0.839623, 37.545734
"{'24746'}' -> '{'7190', '12305', '92490', '51657'}", 0.021633, 0.855769, 37.059312
"{'7190', '51657'}' -> '{'12305', '92490', '24746'}", 0.021633, 0.881188, 37.373278
"{'12305', '51657'}' -> '{'7190', '92490', '24746'}", 0.021633, 0.855769, 37.856286
"{'92490', '51657'}' -> '{'7190', '12305', '24746'}", 0.021633, 0.864078, 37.419111
"{'51657', '24746'}' -> '{'7190', '12305', '92490'}", 0.021633, 0.881188, 36.991918
"{'7190', '12305'}' -> '{'92490', '51657', '24746'}", 0.021633, 0.872549, 37.006873
"{'7190', '92490'}' -> '{'12305', '51657', '24746'}", 0.021633, 0.890000, 37.361837
"{'7190', '24746'}' -> '{'12305', '92490', '51657'}", 0.021633, 0.908163, 36.991918
"{'12305', '92490'}' -> '{'7190', '51657', '24746'}", 0.021633, 0.855769, 37.059312
"{'12305', '24746'}' -> '{'7190', '92490', '51657'}", 0.021633, 0.881188, 37.373278
"{'92490', '24746'}' -> '{'7190', '12305', '51657'}", 0.021633, 0.898990, 37.739229
"{'7190', '12305', '51657'}' -> '{'92490', '24746'}", 0.021633, 0.908163, 37.739229
"{'7190', '92490', '51657'}' -> '{'12305', '24746'}", 0.021633, 0.917526, 37.373278
"{'7190', '51657', '24746'}' -> '{'12305', '92490'}", 0.021633, 0.936842, 37.059312
"{'12305', '92490', '51657'}' -> '{'7190', '24746'}", 0.021633, 0.881188, 36.991918
"{'12305', '51657', '24746'}' -> '{'7190', '92490'}", 0.021633, 0.908163, 37.361837
"{'92490', '51657', '24746'}' -> '{'7190', '12305'}", 0.021633, 0.917526, 37.006873
"{'7190', '12305', '92490'}' -> '{'51657', '24746'}", 0.021633, 0.908163, 36.991918
"{'7190', '12305', '24746'}' -> '{'92490', '51657'}", 0.021633, 0.936842, 37.419111
"{'7190', '92490', '24746'}' -> '{'12305', '51657'}", 0.021633, 0.956989, 37.856286
"{'12305', '92490', '24746'}' -> '{'7190', '51657'}", 0.021633, 0.917526, 37.373278
"{'7190', '12305', '92490', '51657'}' -> '{'24746'}", 0.021633, 0.936842, 37.059312
"{'7190', '12305', '51657', '24746'}' -> '{'92490'}", 0.021633, 0.967391, 37.545734
"{'7190', '92490', '51657', '24746'}' -> '{'12305'}", 0.021633, 0.978022, 26.127159
"{'12305', '92490', '51657', '24746'}' -> '{'7190'}", 0.021633, 0.936842, 36.706366
"{'7190', '12305', '92490', '24746'}' -> '{'51657'}", 0.021633, 0.978022, 37.603574
"{'51657'}' -> '{'95398', '7190', '12305', '92490', '24746'}", 0.021147, 0.813084, 37.584585
"{'95398'}' -> '{'51657', '7190', '12305', '92490', '24746'}", 0.021147, 0.798165, 36.894959
"{'7190'}' -> '{'51657', '95398', '12305', '92490', '24746'}", 0.021147, 0.828571, 36.653149
"{'12305'}' -> '{'51657', '95398', '7190', '92490', '24746'}", 0.021147, 0.564935, 26.113965
"{'92490'}' -> '{'51657', '95398', '7190', '12305', '24746'}", 0.021147, 0.820755, 37.517610
"{'24746'}' -> '{'51657', '95398', '7190', '12305', '92490'}", 0.021147, 0.836538, 37.005583
"{'95398', '51657'}' -> '{'7190', '12305', '92490', '24746'}", 0.021147, 0.828571, 37.458713
"{'7190', '51657'}' -> '{'12305', '92490', '95398', '24746'}", 0.021147, 0.861386, 37.302553
"{'12305', '51657'}' -> '{'7190', '92490', '95398', '24746'}", 0.021147, 0.836538, 37.818893
"{'92490', '51657'}' -> '{'7190', '12305', '95398', '24746'}", 0.021147, 0.844660, 37.364861
"{'51657', '24746'}' -> '{'7190', '12305', '92490', '95398'}", 0.021147, 0.861386, 37.302553
"{'7190', '95398'}' -> '{'12305', '92490', '51657', '24746'}", 0.021147, 0.852941, 36.936842
"{'12305', '95398'}' -> '{'7190', '92490', '51657', '24746'}", 0.021147, 0.820755, 37.105329
"{'92490', '95398'}' -> '{'7190', '12305', '51657', '24746'}", 0.021147, 0.844660, 37.771000
"{'95398', '24746'}' -> '{'7190', '12305', '92490', '51657'}", 0.021147, 0.852941, 36.936842
"{'7190', '12305'}' -> '{'95398', '92490', '51657', '24746'}", 0.021147, 0.852941, 36.936842
"{'7190', '92490'}' -> '{'12305', '95398', '51657', '24746'}", 0.021147, 0.870000, 37.283125
"{'7190', '24746'}' -> '{'12305', '95398', '92490', '51657'}", 0.021147, 0.887755, 36.891156
"{'12305', '92490'}' -> '{'7190', '95398', '51657', '24746'}", 0.021147, 0.836538, 37.005583
"{'12305', '24746'}' -> '{'7190', '95398', '92490', '51657'}", 0.021147, 0.861386, 37.302553
"{'92490', '24746'}' -> '{'7190', '12305', '95398', '51657'}", 0.021147, 0.878788, 37.659722
"{'7190', '95398', '51657'}' -> '{'12305', '92490', '24746'}", 0.021147, 0.878788, 37.271478
"{'12305', '95398', '51657'}' -> '{'7190', '92490', '24746'}", 0.021147, 0.852941, 37.731183
"{'95398', '92490', '51657'}' -> '{'7190', '12305', '24746'}", 0.021147, 0.861386, 37.302553
"{'95398', '51657', '24746'}' -> '{'7190', '12305', '92490'}", 0.021147, 0.878788, 36.891156
"{'7190', '12305', '51657'}' -> '{'92490', '95398', '24746'}", 0.021147, 0.887755, 37.651799
"{'7190', '92490', '51657'}' -> '{'12305', '95398', '24746'}", 0.021147, 0.896907, 37.271478
"{'7190', '51657', '24746'}' -> '{'12305', '92490', '95398'}", 0.021147, 0.915789, 37.302553
"{'12305', '92490', '51657'}' -> '{'7190', '95398', '24746'}", 0.021147, 0.861386, 36.913985
"{'12305', '51657', '24746'}' -> '{'7190', '92490', '95398'}", 0.021147, 0.887755, 37.651799
"{'92490', '51657', '24746'}' -> '{'7190', '12305', '95398'}", 0.021147, 0.896907, 37.271478
"{'7190', '12305', '95398'}' -> '{'92490', '51657', '24746'}", 0.021147, 0.878788, 37.271478
"{'7190', '92490', '95398'}' -> '{'12305', '51657', '24746'}", 0.021147, 0.896907, 37.651799
"{'7190', '95398', '24746'}' -> '{'12305', '92490', '51657'}", 0.021147, 0.906250, 36.913985
"{'12305', '92490', '95398'}' -> '{'7190', '51657', '24746'}", 0.021147, 0.861386, 37.302553
"{'12305', '95398', '24746'}' -> '{'7190', '92490', '51657'}", 0.021147, 0.878788, 37.271478
"{'92490', '95398', '24746'}' -> '{'7190', '12305', '51657'}", 0.021147, 0.896907, 37.651799
"{'7190', '12305', '92490'}' -> '{'95398', '51657', '24746'}", 0.021147, 0.887755, 36.891156
"{'7190', '12305', '24746'}' -> '{'95398', '92490', '51657'}", 0.021147, 0.915789, 37.302553
"{'7190', '92490', '24746'}' -> '{'12305', '95398', '51657'}", 0.021147, 0.935484, 37.731183
"{'12305', '92490', '24746'}' -> '{'7190', '95398', '51657'}", 0.021147, 0.896907, 37.271478
"{'7190', '12305', '95398', '51657'}' -> '{'92490', '24746'}", 0.021147, 0.906250, 37.659722
"{'7190', '95398', '92490', '51657'}' -> '{'12305', '24746'}", 0.021147, 0.915789, 37.302553
"{'7190', '95398', '51657', '24746'}' -> '{'12305', '92490'}", 0.021147, 0.935484, 37.005583
"{'12305', '95398', '92490', '51657'}' -> '{'7190', '24746'}", 0.021147, 0.878788, 36.891156
"{'12305', '95398', '51657', '24746'}' -> '{'7190', '92490'}", 0.021147, 0.906250, 37.283125
"{'95398', '92490', '51657', '24746'}' -> '{'7190', '12305'}", 0.021147, 0.915789, 36.936842
"{'7190', '12305', '92490', '51657'}' -> '{'95398', '24746'}", 0.021147, 0.915789, 36.936842
"{'7190', '12305', '51657', '24746'}' -> '{'92490', '95398'}", 0.021147, 0.945652, 37.771000
"{'7190', '92490', '51657', '24746'}' -> '{'12305', '95398'}", 0.021147, 0.956044, 37.105329
"{'12305', '92490', '51657', '24746'}' -> '{'7190', '95398'}", 0.021147, 0.915789, 36.936842
"{'7190', '12305', '92490', '95398'}' -> '{'51657', '24746'}", 0.021147, 0.915789, 37.302553
"{'7190', '12305', '95398', '24746'}' -> '{'92490', '51657'}", 0.021147, 0.935484, 37.364861
"{'7190', '92490', '95398', '24746'}' -> '{'12305', '51657'}", 0.021147, 0.956044, 37.818893
"{'12305', '92490', '95398', '24746'}' -> '{'7190', '51657'}", 0.021147, 0.915789, 37.302553
"{'7190', '12305', '92490', '24746'}' -> '{'95398', '51657'}", 0.021147, 0.956044, 37.458713
"{'95398', '51657', '7190', '12305', '92490'}' -> '{'24746'}", 0.021147, 0.935484, 37.005583
"{'95398', '51657', '7190', '12305', '24746'}' -> '{'92490'}", 0.021147, 0.966667, 37.517610
"{'95398', '51657', '7190', '92490', '24746'}' -> '{'12305'}", 0.021147, 0.977528, 26.113965
"{'95398', '51657', '12305', '92490', '24746'}' -> '{'7190'}", 0.021147, 0.935484, 36.653149
"{'51657', '7190', '12305', '92490', '24746'}' -> '{'95398'}", 0.021147, 0.977528, 36.894959
"{'95398', '7190', '12305', '92490', '24746'}' -> '{'51657'}", 0.021147, 0.977528, 37.584585
"{'7190'}' -> '{'92490', '95398', '24746'}", 0.022120, 0.866667, 36.757388
"{'95398'}' -> '{'7190', '92490', '24746'}", 0.022120, 0.834862, 36.931439
"{'92490'}' -> '{'7190', '95398', '24746'}", 0.022120, 0.858491, 36.789898
"{'24746'}' -> '{'7190', '92490', '95398'}", 0.022120, 0.875000, 37.110825
"{'7190', '95398'}' -> '{'92490', '24746'}", 0.022120, 0.892157, 37.074074
"{'7190', '92490'}' -> '{'95398', '24746'}", 0.022120, 0.910000, 36.703333
"{'7190', '24746'}' -> '{'92490', '95398'}", 0.022120, 0.928571, 37.088766
"{'92490', '95398'}' -> '{'7190', '24746'}", 0.022120, 0.883495, 37.088766
"{'95398', '24746'}' -> '{'7190', '92490'}", 0.022120, 0.892157, 36.703333
"{'92490', '24746'}' -> '{'7190', '95398'}", 0.022120, 0.919192, 37.074074
"{'7190', '92490', '95398'}' -> '{'24746'}", 0.022120, 0.938144, 37.110825
"{'7190', '95398', '24746'}' -> '{'92490'}", 0.022120, 0.947917, 36.789898
"{'7190', '92490', '24746'}' -> '{'95398'}", 0.022120, 0.978495, 36.931439
"{'92490', '95398', '24746'}' -> '{'7190'}", 0.022120, 0.938144, 36.757388
"{'7190'}' -> '{'92490', '51657', '24746'}", 0.022120, 0.866667, 36.757388
"{'51657'}' -> '{'7190', '92490', '24746'}", 0.022120, 0.850467, 37.621747
"{'92490'}' -> '{'7190', '51657', '24746'}", 0.022120, 0.858491, 37.177160
"{'24746'}' -> '{'7190', '92490', '51657'}", 0.022120, 0.875000, 37.110825
"{'7190', '51657'}' -> '{'92490', '24746'}", 0.022120, 0.900990, 37.441144
"{'7190', '92490'}' -> '{'51657', '24746'}", 0.022120, 0.910000, 37.066733
"{'7190', '24746'}' -> '{'92490', '51657'}", 0.022120, 0.928571, 37.088766
"{'92490', '51657'}' -> '{'7190', '24746'}", 0.022120, 0.883495, 37.088766
"{'51657', '24746'}' -> '{'7190', '92490'}", 0.022120, 0.900990, 37.066733
"{'92490', '24746'}' -> '{'7190', '51657'}", 0.022120, 0.919192, 37.441144
"{'7190', '92490', '51657'}' -> '{'24746'}", 0.022120, 0.938144, 37.110825
"{'7190', '51657', '24746'}' -> '{'92490'}", 0.022120, 0.957895, 37.177160
"{'7190', '92490', '24746'}' -> '{'51657'}", 0.022120, 0.978495, 37.621747
"{'92490', '51657', '24746'}' -> '{'7190'}", 0.022120, 0.938144, 36.757388
"{'95398'}' -> '{'7190', '92490', '51657', '24746'}", 0.021633, 0.816514, 36.913600
"{'51657'}' -> '{'7190', '92490', '95398', '24746'}", 0.021633, 0.831776, 37.603574
"{'7190'}' -> '{'51657', '92490', '95398', '24746'}", 0.021633, 0.847619, 36.706366
"{'92490'}' -> '{'51657', '7190', '95398', '24746'}", 0.021633, 0.839623, 37.142017
"{'24746'}' -> '{'51657', '7190', '92490', '95398'}", 0.021633, 0.855769, 37.059312
"{'51657', '95398'}' -> '{'7190', '92490', '24746'}", 0.021633, 0.847619, 37.495750
"{'7190', '95398'}' -> '{'92490', '51657', '24746'}", 0.021633, 0.872549, 37.006873
"{'92490', '95398'}' -> '{'7190', '51657', '24746'}", 0.021633, 0.864078, 37.419111
"{'95398', '24746'}' -> '{'7190', '92490', '51657'}", 0.021633, 0.872549, 37.006873
"{'7190', '51657'}' -> '{'92490', '95398', '24746'}", 0.021633, 0.881188, 37.373278
"{'92490', '51657'}' -> '{'7190', '95398', '24746'}", 0.021633, 0.864078, 37.029328
"{'51657', '24746'}' -> '{'7190', '92490', '95398'}", 0.021633, 0.881188, 37.373278
